0.000000,0.000000,1.000000
0.031728,0.000000,0.999497
0.063424,0.000000,0.997987
0.095056,0.000000,0.995472
0.126592,0.000000,0.991955
0.158001,0.000000,0.987439
0.189251,0.000000,0.981929
0.220311,0.000000,0.975430
0.251148,0.000000,0.967949
0.281733,0.000000,0.959493
0.312033,0.000000,0.950071
0.342020,0.000000,0.939693
0.371662,0.000000,0.928368
0.400931,0.000000,0.916108
0.429795,0.000000,0.902927
0.458227,0.000000,0.888835
0.486197,0.000000,0.873849
0.513677,0.000000,0.857983
0.540641,0.000000,0.841254
0.567060,0.000000,0.823677
0.592908,0.000000,0.805270
0.618159,0.000000,0.786053
0.642788,0.000000,0.766044
0.666769,0.000000,0.745264
0.690079,0.000000,0.723734
0.712694,0.000000,0.701475
0.734592,0.000000,0.678509
0.755750,0.000000,0.654861
0.776146,0.000000,0.630553
0.795762,0.000000,0.605610
0.814576,0.000000,0.580057
0.832570,0.000000,0.553920
0.849725,0.000000,0.527225
0.866025,0.000000,0.500000
0.881453,0.000000,0.472271
0.895994,0.000000,0.444067
0.909632,0.000000,0.415415
0.922354,0.000000,0.386345
0.934148,0.000000,0.356886
0.945001,0.000000,0.327068
0.954902,0.000000,0.296920
0.963842,0.000000,0.266474
0.971812,0.000000,0.235759
0.978802,0.000000,0.204807
0.984808,0.000000,0.173648
0.989821,0.000000,0.142315
0.993838,0.000000,0.110838
0.996855,0.000000,0.079250
0.998867,0.000000,0.047582
0.999874,0.000000,0.015866
0.999874,0.000000,-0.015866
0.998867,0.000000,-0.047582
0.996855,0.000000,-0.079250
0.993838,0.000000,-0.110838
0.989821,0.000000,-0.142315
0.984808,0.000000,-0.173648
0.978802,0.000000,-0.204807
0.971812,0.000000,-0.235759
0.963842,0.000000,-0.266474
0.954902,0.000000,-0.296920
0.945001,0.000000,-0.327068
0.934148,0.000000,-0.356886
0.922354,0.000000,-0.386345
0.909632,0.000000,-0.415415
0.895994,0.000000,-0.444067
0.881453,0.000000,-0.472271
0.866025,0.000000,-0.500000
0.849725,0.000000,-0.527225
0.832570,0.000000,-0.553920
0.814576,0.000000,-0.580057
0.795762,0.000000,-0.605610
0.776146,0.000000,-0.630553
0.755750,0.000000,-0.654861
0.734592,0.000000,-0.678509
0.712694,0.000000,-0.701475
0.690079,0.000000,-0.723734
0.666769,0.000000,-0.745264
0.642788,0.000000,-0.766044
0.618159,0.000000,-0.786053
0.592908,0.000000,-0.805270
0.567060,0.000000,-0.823677
0.540641,0.000000,-0.841254
0.513677,0.000000,-0.857983
0.486197,0.000000,-0.873849
0.458227,0.000000,-0.888835
0.429795,0.000000,-0.902927
0.400931,0.000000,-0.916108
0.371662,0.000000,-0.928368
0.342020,0.000000,-0.939693
0.312033,0.000000,-0.950071
0.281733,0.000000,-0.959493
0.251148,0.000000,-0.967949
0.220311,0.000000,-0.975430
0.189251,0.000000,-0.981929
0.158001,0.000000,-0.987439
0.126592,0.000000,-0.991955
0.095056,0.000000,-0.995472
0.063424,0.000000,-0.997987
0.031728,0.000000,-0.999497
0.000000,0.000000,-1.000000
0.000000,0.000000,1.000000
0.031664,0.002012,0.999497
0.063296,0.004023,0.997987
0.094865,0.006029,0.995472
0.126338,0.008029,0.991955
0.157683,0.010021,0.987439
0.188870,0.012003,0.981929
0.219867,0.013973,0.975430
0.250642,0.015929,0.967949
0.281165,0.017869,0.959493
0.311405,0.019790,0.950071
0.341332,0.021692,0.939693
0.370914,0.023572,0.928368
0.400123,0.025429,0.916108
0.428930,0.027259,0.902927
0.457304,0.029063,0.888835
0.485218,0.030837,0.873849
0.512643,0.032579,0.857983
0.539552,0.034290,0.841254
0.565918,0.035965,0.823677
0.591714,0.037605,0.805270
0.616914,0.039206,0.786053
0.641493,0.040768,0.766044
0.665427,0.042289,0.745264
0.688690,0.043768,0.723734
0.711259,0.045202,0.701475
0.733113,0.046591,0.678509
0.754228,0.047933,0.654861
0.774584,0.049226,0.630553
0.794160,0.050470,0.605610
0.812936,0.051664,0.580057
0.830894,0.052805,0.553920
0.848015,0.053893,0.527225
0.864282,0.054927,0.500000
0.879679,0.055905,0.472271
0.894190,0.056827,0.444067
0.907801,0.057692,0.415415
0.920497,0.058499,0.386345
0.932267,0.059247,0.356886
0.943098,0.059936,0.327068
0.952980,0.060564,0.296920
0.961902,0.061131,0.266474
0.969855,0.061636,0.235759
0.976832,0.062079,0.204807
0.982825,0.062460,0.173648
0.987829,0.062778,0.142315
0.991838,0.063033,0.110838
0.994848,0.063224,0.079250
0.996856,0.063352,0.047582
0.997861,0.063416,0.015866
0.997861,0.063416,-0.015866
0.996856,0.063352,-0.047582
0.994848,0.063224,-0.079250
0.991838,0.063033,-0.110838
0.987829,0.062778,-0.142315
0.982825,0.062460,-0.173648
0.976832,0.062079,-0.204807
0.969855,0.061636,-0.235759
0.961902,0.061131,-0.266474
0.952980,0.060564,-0.296920
0.943098,0.059936,-0.327068
0.932267,0.059247,-0.356886
0.920497,0.058499,-0.386345
0.907801,0.057692,-0.415415
0.894190,0.056827,-0.444067
0.879679,0.055905,-0.472271
0.864282,0.054927,-0.500000
0.848015,0.053893,-0.527225
0.830894,0.052805,-0.553920
0.812936,0.051664,-0.580057
0.794160,0.050470,-0.605610
0.774584,0.049226,-0.630553
0.754228,0.047933,-0.654861
0.733113,0.046591,-0.678509
0.711259,0.045202,-0.701475
0.688690,0.043768,-0.723734
0.665427,0.042289,-0.745264
0.641493,0.040768,-0.766044
0.616914,0.039206,-0.786053
0.591714,0.037605,-0.805270
0.565918,0.035965,-0.823677
0.539552,0.034290,-0.841254
0.512643,0.032579,-0.857983
0.485218,0.030837,-0.873849
0.457304,0.029063,-0.888835
0.428930,0.027259,-0.902927
0.400123,0.025429,-0.916108
0.370914,0.023572,-0.928368
0.341332,0.021692,-0.939693
0.311405,0.019790,-0.950071
0.281165,0.017869,-0.959493
0.250642,0.015929,-0.967949
0.219867,0.013973,-0.975430
0.188870,0.012003,-0.981929
0.157683,0.010021,-0.987439
0.126338,0.008029,-0.991955
0.094865,0.006029,-0.995472
0.063296,0.004023,-0.997987
0.031664,0.002012,-0.999497
0.000000,0.000000,-1.000000
0.000000,0.000000,1.000000
0.031473,0.004017,0.999497
0.062914,0.008029,0.997987
0.094291,0.012033,0.995472
0.125574,0.016026,0.991955
0.156730,0.020002,0.987439
0.187729,0.023958,0.981929
0.218538,0.027890,0.975430
0.249127,0.031793,0.967949
0.279466,0.035665,0.959493
0.309523,0.039501,0.950071
0.339269,0.043297,0.939693
0.368672,0.047050,0.928368
0.397705,0.050755,0.916108
0.426337,0.054409,0.902927
0.454540,0.058008,0.888835
0.482285,0.061549,0.873849
0.509545,0.065028,0.857983
0.536291,0.068441,0.841254
0.562498,0.071785,0.823677
0.588138,0.075058,0.805270
0.613186,0.078254,0.786053
0.637616,0.081372,0.766044
0.661405,0.084408,0.745264
0.684527,0.087359,0.723734
0.706960,0.090222,0.701475
0.728682,0.092994,0.678509
0.749669,0.095672,0.654861
0.769902,0.098254,0.630553
0.789360,0.100737,0.605610
0.808023,0.103119,0.580057
0.825872,0.105397,0.553920
0.842889,0.107569,0.527225
0.859058,0.109632,0.500000
0.874362,0.111585,0.472271
0.888785,0.113426,0.444067
0.902314,0.115153,0.415415
0.914934,0.116763,0.386345
0.926632,0.118256,0.356886
0.937398,0.119630,0.327068
0.947220,0.120883,0.296920
0.956088,0.122015,0.266474
0.963993,0.123024,0.235759
0.970928,0.123909,0.204807
0.976885,0.124669,0.173648
0.981858,0.125304,0.142315
0.985843,0.125812,0.110838
0.988835,0.126194,0.079250
0.990831,0.126449,0.047582
0.991830,0.126577,0.015866
0.991830,0.126577,-0.015866
0.990831,0.126449,-0.047582
0.988835,0.126194,-0.079250
0.985843,0.125812,-0.110838
0.981858,0.125304,-0.142315
0.976885,0.124669,-0.173648
0.970928,0.123909,-0.204807
0.963993,0.123024,-0.235759
0.956088,0.122015,-0.266474
